-48.761053580610394 -5.321643997375958
-48.13663768455041 -5.191765381982222
-47.50314291217819 -5.515789409719346
-47.3538569539148 -6.17350548918067
-47.49014208349979 -6.8731804819915965
-47.730711320516434 -7.165177015286375
-47.024997880667314 -8.063378250409144
-46.61054809567878 -7.8757512218068655
-46.453970213172994 -8.037549023433328
-46.50105838504916 -8.30235986358258
-46.804926915954866 -8.375025974802597
-47.03619063494705 -9.009487790814163
-46.555511003910084 -9.553293984607535
-46.6663122091056 -9.720129662492582
-46.501224645743434 -9.796982353003173
-46.38505027509336 -10.160887017390777
-46.02688234698411 -10.170838493055015
-45.97793881611338 -10.358049412185935
-45.90658113062128 -10.360350872469212
-45.88687977659944 -10.258559669641983
-45.68195758242291 -10.15272844374853
-45.58983625287456 -10.106659095223222
-45.40852287797722 -10.460815340503316
-45.439290135641784 -10.638202806341724
-45.24111649173432 -10.828774281366165
-44.92919927686253 -10.915228412684101
-44.578538934378685 -10.623590858362121
-44.32195081765673 -10.560485485828238
-44.12170665092998 -10.653175842977262
-44.01578029502599 -10.414556593962175
-43.9155317096797 -10.431842609786912
-43.67605678820098 -10.036414639967333
-43.67605678820098 -9.81968354340556
-43.80304492230741 -9.745089335422506
-43.84577550621319 -9.537042508017578
-43.46629926571032 -9.258290513293645
-43.29812402853591 -9.41550659585748
-42.95836561837197 -9.404773398097063
-42.78381201216922 -9.634324311602157
-42.26272457432992 -9.292281371554509
-41.832484118195254 -9.239383760037043
-41.73093248884902 -9.020485790165637
-41.54821896573253 -8.955669117929943
-41.374879818197456 -8.706254390535051
-40.99515396500243 -8.393344408507332
-40.83174116615902 -8.386979689720121
-40.758106037177384 -8.219634228493717
-40.586674899539645 -8.129068223263602
-40.548836887803134 -7.8262299299955345
-40.692420136166646 -7.760040957033723
-40.62303120000084 -7.665150478510412
-40.73544127659039 -7.455801788435082
-40.53672034311552 -7.402043956870486
-40.53325089630701 -7.313957515227457
-40.384064683551 -7.380023987518356
-40.28264189603169 -7.2829860862541125
-40.13068012582946 -7.39241095675969
-39.753206651764 -7.317227729145827
-39.46033328557829 -7.488900905720939
-39.454422370201314 -7.5908329195561635
-39.11516325422073 -7.732413844511683
-39.085484931611774 -7.863888846448134
-38.945389329366435 -7.834503870999626
-38.689627463741175 -7.607098772516608
-38.52989787256152 -7.272740827118582
-38.68730134010792 -7.171977769202698
-38.78907102313809 -6.899845361305665
-38.61702664469681 -6.78836389583023
-38.682382475273585 -6.692059157038955
-38.5280311999052 -6.403571105386959
-38.614277431288116 -6.394190028951527
-38.54992566748598 -6.343391412309998
-38.45005197331034 -6.324162246160412
-38.4835175043429 -6.398996037261696
-38.28032116125064 -6.506415258771341
-38.10051472375315 -6.514813474213412
-38.05293092181674 -6.4462318560481435
-37.877362744571144 -6.39530919478365
-38.29436925752714 -6.0800454130568085
-38.04164531088273 -5.735709948366079
-38.089267703315556 -5.684278694077122
-37.77788062949503 -5.28627110287816
-37.641869269005866 -4.915860538377402
